folder,epoch,improved_folds,avg_auc_with,avg_auc_without,avg_auc_delta,is_best_epoch
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,5,3,0.8118667327868112,0.8187802497800201,-0.00691351699320879,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,6,3,0.808210046529255,0.8187802497800201,-0.010570203250764987,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,7,3,0.8045852892143486,0.8187802497800201,-0.0141949605656714,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,8,1,0.8022669685803085,0.8187802497800201,-0.01651328119971156,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,9,1,0.7959385070141376,0.8187802497800201,-0.02284174276588241,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,10,0,0.7870914447482938,0.8187802497800201,-0.03168880503172609,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,11,0,0.7818546694649474,0.8187802497800201,-0.03692558031507254,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,12,0,0.7701539664687347,0.8187802497800201,-0.0486262833112854,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,13,0,0.7592239290267784,0.8187802497800201,-0.05955632075324165,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,14,0,0.7452194814596366,0.8187802497800201,-0.07356076832038358,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,15,0,0.7399688373834067,0.8187802497800201,-0.07881141239661324,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,16,0,0.7286989178721445,0.8187802497800201,-0.09008133190787551,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,17,0,0.7149783640296229,0.8187802497800201,-0.1038018857503971,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,18,0,0.7055682899775283,0.8187802497800201,-0.11321195980249174,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,19,0,0.6919534122748481,0.8187802497800201,-0.12682683750517193,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,20,0,0.6858382733610757,0.8187802497800201,-0.1329419764189444,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,21,0,0.6756253297361585,0.8187802497800201,-0.1431549200438616,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,22,0,0.6677108394203347,0.8187802497800201,-0.1510694103596853,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,23,0,0.6582877272453191,0.8187802497800201,-0.1604925225347009,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,24,0,0.6513616908507497,0.8187802497800201,-0.1674185589292703,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,25,0,0.6438525019692697,0.8187802497800201,-0.17492774781075035,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,26,0,0.6388846474888351,0.8187802497800201,-0.17989560229118498,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,27,0,0.6398666632002972,0.8187802497800201,-0.17891358657972284,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,28,0,0.6324048560659583,0.8187802497800201,-0.1863753937140617,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,29,0,0.6229676036364902,0.8187802497800201,-0.1958126461435298,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,30,0,0.6219948769394581,0.8187802497800201,-0.1967853728405619,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,31,0,0.6170633276874854,0.8187802497800201,-0.20171692209253456,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,32,0,0.6128038270189368,0.8187802497800201,-0.20597642276108313,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,33,0,0.6057969504649071,0.8187802497800201,-0.21298329931511298,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,34,0,0.6011730182453174,0.8187802497800201,-0.2176072315347027,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,35,0,0.6007141997584118,0.8187802497800201,-0.21806605002160828,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,36,0,0.5980162798147154,0.8187802497800201,-0.22076396996530462,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,37,0,0.5935450205767896,0.8187802497800201,-0.22523522920323033,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,38,0,0.5943289588693299,0.8187802497800201,-0.2244512909106903,False
run_epochs_40.0_lr_0.001_din_64.0_dout_64.0_bs_64.0,39,0,0.589787651484731,0.8187802497800201,-0.228992598295289,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,0,6,0.8233586373883399,0.8187802497800201,0.004578387608319923,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,1,5,0.8243635531507124,0.8187802497800201,0.00558330337069235,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,2,6,0.8248103481711274,0.8187802497800201,0.006030098391107397,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,3,7,0.8221460905476672,0.8187802497800201,0.0033658407676471326,True
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,4,4,0.8156153066814156,0.8187802497800201,-0.003164943098604378,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,5,6,0.8220483631982001,0.8187802497800201,0.003268113418180019,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,6,4,0.81369629699099,0.8187802497800201,-0.005083952789029999,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,7,2,0.8095000129273713,0.8187802497800201,-0.00928023685264886,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,8,5,0.8114440538453564,0.8187802497800201,-0.007336195934663581,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,9,2,0.8032737615788574,0.8187802497800201,-0.015506488201162549,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,10,0,0.7974088235730744,0.8187802497800201,-0.021371426206945633,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,11,0,0.7901638011878125,0.8187802497800201,-0.028616448592207522,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,12,0,0.778148122341369,0.8187802497800201,-0.04063212743865099,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,13,0,0.7714612621356177,0.8187802497800201,-0.04731898764440238,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,14,0,0.7590611904347411,0.8187802497800201,-0.05971905934527895,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,15,0,0.7498744782846026,0.8187802497800201,-0.06890577149541743,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,16,0,0.7387346136246784,0.8187802497800201,-0.08004563615534169,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,17,0,0.7277435350973291,0.8187802497800201,-0.0910367146826909,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,18,0,0.7184335755132046,0.8187802497800201,-0.10034667426681539,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,19,0,0.709842060284144,0.8187802497800201,-0.10893818949587597,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,20,0,0.6982950681044947,0.8187802497800201,-0.12048518167552524,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,21,0,0.6902075018864773,0.8187802497800201,-0.12857274789354264,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,22,0,0.6831540103860653,0.8187802497800201,-0.13562623939395468,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,23,0,0.6759544042053609,0.8187802497800201,-0.14282584557465916,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,24,0,0.669910713314527,0.8187802497800201,-0.148869536465493,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,25,0,0.6624388304467856,0.8187802497800201,-0.15634141933323434,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,26,0,0.6604419630118716,0.8187802497800201,-0.15833828676814848,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,27,0,0.6510751649010603,0.8187802497800201,-0.16770508487895963,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,28,0,0.652266259023061,0.8187802497800201,-0.16651399075695905,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,29,0,0.6418779985730806,0.8187802497800201,-0.17690225120693942,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,30,0,0.6418620106728984,0.8187802497800201,-0.17691823910712173,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,31,0,0.6375433992460816,0.8187802497800201,-0.18123685053393837,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,32,0,0.6335187407331047,0.8187802497800201,-0.18526150904691524,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,33,0,0.6295981594411153,0.8187802497800201,-0.1891820903389047,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,34,0,0.6302906219468296,0.8187802497800201,-0.1884896278331905,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,35,0,0.6237463131916664,0.8187802497800201,-0.1950339365883536,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,36,0,0.623939556358784,0.8187802497800201,-0.1948406934212361,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,37,0,0.6182450636532499,0.8187802497800201,-0.20053518612677027,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,38,0,0.6158117541414272,0.8187802497800201,-0.20296849563859287,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_32.0,39,0,0.6137876920439929,0.8187802497800201,-0.20499255773602715,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,0,7,0.8273357510728626,0.8187802497800201,0.008555501292842594,True
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,1,7,0.8229216485601023,0.8187802497800201,0.004141398780082284,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,2,7,0.8211672461123551,0.8187802497800201,0.002386996332335312,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,3,5,0.8164631441994352,0.8187802497800201,-0.002317105580584888,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,4,3,0.8119497064253499,0.8187802497800201,-0.006830543354669982,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,5,2,0.8068609334109272,0.8187802497800201,-0.011919316369092737,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,6,1,0.800538106778399,0.8187802497800201,-0.018242143001620924,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,7,0,0.786793135943348,0.8187802497800201,-0.03198711383667195,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,8,0,0.773781707249985,0.8187802497800201,-0.04499854253003516,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,9,0,0.759480040115134,0.8187802497800201,-0.05930020966488596,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,10,0,0.7333416952925014,0.8187802497800201,-0.08543855448751872,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,11,0,0.7100967122475568,0.8187802497800201,-0.10868353753246314,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,12,0,0.685687390236793,0.8187802497800201,-0.13309285954322697,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,13,0,0.6637925752169401,0.8187802497800201,-0.15498767456307988,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,14,0,0.6456242810462914,0.8187802497800201,-0.17315596873372857,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,15,0,0.6236839501682707,0.8187802497800201,-0.19509629961174937,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,16,0,0.6091004398947311,0.8187802497800201,-0.209679809885289,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,17,0,0.5992612138210933,0.8187802497800201,-0.21951903595892666,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,18,0,0.5930698127721941,0.8187802497800201,-0.22571043700782595,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,19,0,0.5927472688914401,0.8187802497800201,-0.22603298088857987,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,20,0,0.5891233035328693,0.8187802497800201,-0.22965694624715063,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,21,0,0.5824164076808424,0.8187802497800201,-0.23636384209917774,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,22,0,0.5836681614322691,0.8187802497800201,-0.23511208834775096,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,23,0,0.5797843282991021,0.8187802497800201,-0.23899592148091786,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,24,0,0.5806467019336219,0.8187802497800201,-0.23813354784639804,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,25,0,0.5772289364821444,0.8187802497800201,-0.24155131329787563,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,26,0,0.5805071576509231,0.8187802497800201,-0.23827309212909684,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,27,0,0.5797736337965715,0.8187802497800201,-0.23900661598344844,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,28,0,0.5801453203470799,0.8187802497800201,-0.23863492943294012,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,29,0,0.5775867291412689,0.8187802497800201,-0.2411935206387512,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,30,0,0.5808025423088546,0.8187802497800201,-0.23797770747116545,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,31,0,0.5805065243923376,0.8187802497800201,-0.2382737253876824,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,32,0,0.5784431657362132,0.8187802497800201,-0.24033708404380674,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,33,0,0.5783114841404883,0.8187802497800201,-0.24046876563953162,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,34,0,0.5780508762195565,0.8187802497800201,-0.2407293735604635,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,35,0,0.5762544568133613,0.8187802497800201,-0.24252579296665866,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,36,0,0.5770640411719897,0.8187802497800201,-0.24171620860803028,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,37,0,0.575351270858301,0.8187802497800201,-0.24342897892171905,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,38,0,0.5775390092591361,0.8187802497800201,-0.24124124052088397,False
run_epochs_40.0_lr_0.001_din_64.0_dout_128.0_bs_64.0,39,0,0.5766569234359541,0.8187802497800201,-0.24212332634406591,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,0,9,0.8243622659070869,0.8187802497800201,0.005582016127066913,True
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,1,6,0.8226583914575757,0.8187802497800201,0.0038781416775557132,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,2,3,0.8120238458248232,0.8187802497800201,-0.006756403955196754,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,3,2,0.8021595863302808,0.8187802497800201,-0.016620663449739247,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,4,1,0.7962367626301903,0.8187802497800201,-0.022543487149829632,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,5,0,0.7840054291647092,0.8187802497800201,-0.03477482061531081,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,6,0,0.7621140740970382,0.8187802497800201,-0.0566661756829818,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,7,0,0.7473421244706998,0.8187802497800201,-0.07143812530932017,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,8,0,0.7183728150648813,0.8187802497800201,-0.10040743471513872,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,9,0,0.6929753699882528,0.8187802497800201,-0.12580487979176724,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,10,0,0.6693745244630278,0.8187802497800201,-0.14940572531699223,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,11,0,0.649879112295104,0.8187802497800201,-0.16890113748491606,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,12,0,0.6419088899493888,0.8187802497800201,-0.17687135983063135,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,13,0,0.6301449838432783,0.8187802497800201,-0.18863526593674165,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,14,0,0.6218248839827558,0.8187802497800201,-0.19695536579726425,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,15,0,0.613793316205592,0.8187802497800201,-0.20498693357442815,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,16,0,0.6028388140479989,0.8187802497800201,-0.21594143573202113,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,17,0,0.6022235748732314,0.8187802497800201,-0.2165566749067887,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,18,0,0.6005027992302054,0.8187802497800201,-0.21827745054981457,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,19,0,0.5948151530730392,0.8187802497800201,-0.22396509670698084,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,20,0,0.5930427627406613,0.8187802497800201,-0.2257374870393587,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,21,0,0.5939753606686896,0.8187802497800201,-0.22480488911133042,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,22,0,0.5904440408250353,0.8187802497800201,-0.2283362089549846,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,23,0,0.5880627940089381,0.8187802497800201,-0.23071745577108188,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,24,0,0.5905731914502017,0.8187802497800201,-0.22820705832981822,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,25,0,0.5883360369776095,0.8187802497800201,-0.23044421280241062,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,26,0,0.5888976160866142,0.8187802497800201,-0.2298826336934058,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,27,0,0.5871777349610039,0.8187802497800201,-0.23160251481901611,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,28,0,0.5864298284575589,0.8187802497800201,-0.23235042132246125,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,29,0,0.585134595914267,0.8187802497800201,-0.23364565386575312,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,30,0,0.5863033537706578,0.8187802497800201,-0.23247689600936222,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,31,0,0.5836980638004556,0.8187802497800201,-0.23508218597956443,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,32,0,0.5825428354808596,0.8187802497800201,-0.23623741429916043,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,33,0,0.5838477804578953,0.8187802497800201,-0.23493246932212472,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,34,0,0.5820761659606125,0.8187802497800201,-0.23670408381940744,False
run_epochs_40.0_lr_0.001_din_128.0_dout_64.0_bs_32.0,35,0,0.5811748660682815,0.8187802497800201,-0.2376053837117385,False
